Air,28.966
Nitrogen,28.0134
Oxygen,31.9988
Helium,4.002602
Hydrogen,2.016
Argon,39.948
Xenon,131.3
Neon,20.179
Carbon Dioxide,44.01
Water Vapor,18.02
Ethane,30.07
Methane,16.043
Propane,44.097
Butane,58.124
 Pentane,72.151
Heptane,100.205
Hexane,86.178
Octane,114.232
 Nonane,128.259
Decane,142.286
